year,substance,mentioned,deaths
2011,28 Any antipsychotics,With alcohol,34
2011,28 Any antipsychotics,Without alcohol,70
2011,28 Any antipsychotics,Without other drugs,48
2011,29 Quetiapine,On the death certificate,31
2011,29 Quetiapine,With alcohol,13
2011,29 Quetiapine,Without alcohol,18
2011,29 Quetiapine,Without other drugs,12
2011,30 Clozapine,On the death certificate,19
2011,30 Clozapine,With alcohol,4
2011,30 Clozapine,Without alcohol,15
2011,30 Clozapine,Without other drugs,12
2011,31 Any antidepressant,On the death certificate,393
2011,31 Any antidepressant,With alcohol,103
2011,31 Any antidepressant,Without alcohol,290
2011,31 Any antidepressant,Without other drugs,158
2011,32 Any tricyclic antidepressants,On the death certificate,200
2011,32 Any tricyclic antidepressants,With alcohol,44
2011,32 Any tricyclic antidepressants,Without alcohol,156
2011,32 Any tricyclic antidepressants,Without other drugs,97
2011,33 Amitriptyline,On the death certificate,133
2011,33 Amitriptyline,With alcohol,32
2011,33 Amitriptyline,Without alcohol,101
2011,33 Amitriptyline,Without other drugs,59
2011,34 Dothiepin,On the death certificate,49
2011,34 Dothiepin,With alcohol,8
2011,34 Dothiepin,Without alcohol,41
2011,34 Dothiepin,Without other drugs,28
2011,36 Any SSRI,On the death certificate,127
2011,36 Any SSRI,With alcohol,40
2011,36 Any SSRI,Without alcohol,87
2011,36 Any SSRI,Without other drugs,39
2011,37 Citalopram,On the death certificate,84
2011,37 Citalopram,With alcohol,23
2011,37 Citalopram,Without alcohol,61
2011,37 Citalopram,Without other drugs,23
2011,38 Any other antidepressants,On the death certificate,84
2011,38 Any other antidepressants,With alcohol,25
2011,38 Any other antidepressants,Without alcohol,59
2011,38 Any other antidepressants,Without other drugs,22
2011,39 Mirtazapine,On the death certificate,45
2011,39 Mirtazapine,With alcohol,19
2011,39 Mirtazapine,Without alcohol,26
2011,39 Mirtazapine,Without other drugs,9
2011,40 Venlafaxine,On the death certificate,35
2011,40 Venlafaxine,With alcohol,6
2011,40 Venlafaxine,Without alcohol,29
2011,40 Venlafaxine,Without other drugs,12
2011,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,207
2011,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,46
2011,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,161
2011,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,93
2011,42 Paracetamol,On the death certificate,199
2011,42 Paracetamol,With alcohol,41
2011,42 Paracetamol,Without alcohol,158
2011,42 Paracetamol,Without other drugs,89
2011,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,18
2011,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,9
2011,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,9
2011,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,4
2011,44 Paracetamol and codeine compound formulation,On the death certificate,55
2011,44 Paracetamol and codeine compound formulation,With alcohol,12
2011,44 Paracetamol and codeine compound formulation,Without alcohol,43
2011,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,8
2011,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,2
2011,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,6
2011,46 Paracetamol not from compound formulation,On the death certificate,127
2011,46 Paracetamol not from compound formulation,With alcohol,24
2011,46 Paracetamol not from compound formulation,Without alcohol,103
2011,46 Paracetamol not from compound formulation,Without other drugs,89
2010,01 All drug poisonings,On the death certificate,2747
2010,01 All drug poisonings,With alcohol,882
2010,01 All drug poisonings,Without alcohol,1865
2010,01 All drug poisonings,Without other drugs,1798
2010,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1527
2010,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,596
2010,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,931
2010,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,963
2010,03 Heroin and Morphine,On the death certificate,791
2010,03 Heroin and Morphine,With alcohol,337
2010,03 Heroin and Morphine,Without alcohol,454
2010,03 Heroin and Morphine,Without other drugs,487
2010,04 Methadone,On the death certificate,355
2010,04 Methadone,With alcohol,145
2010,04 Methadone,Without alcohol,210
2010,04 Methadone,Without other drugs,173
2010,05 Tramadol,On the death certificate,132
2010,05 Tramadol,With alcohol,27
2010,05 Tramadol,Without alcohol,105
2010,05 Tramadol,Without other drugs,54
2010,06 Codeine not from compound formulation,On the death certificate,91
2010,06 Codeine not from compound formulation,With alcohol,38
2010,06 Codeine not from compound formulation,Without alcohol,53
2010,06 Codeine not from compound formulation,Without other drugs,34
2010,07 Dihydrocodeine not from compound formulation,On the death certificate,90
2010,07 Dihydrocodeine not from compound formulation,With alcohol,17
2010,07 Dihydrocodeine not from compound formulation,Without alcohol,73
2010,07 Dihydrocodeine not from compound formulation,Without other drugs,44
2010,08 Oxycodone,On the death certificate,36
2010,08 Oxycodone,With alcohol,9
2010,08 Oxycodone,Without alcohol,27
2010,08 Oxycodone,Without other drugs,16
2010,09 Fentanyl,On the death certificate,10
2010,09 Fentanyl,With alcohol,2
2010,09 Fentanyl,Without alcohol,8
2010,09 Fentanyl,Without other drugs,6
2010,11 Buprenorphine,On the death certificate,7
2010,11 Buprenorphine,With alcohol,3
2010,11 Buprenorphine,Without alcohol,4
2010,11 Buprenorphine,Without other drugs,2
2010,12 Other specified opiate,On the death certificate,13
2010,12 Other specified opiate,With alcohol,4
2010,12 Other specified opiate,Without alcohol,9
2010,12 Other specified opiate,Without other drugs,4
2010,13 Unspecified opiate,On the death certificate,172
2010,13 Unspecified opiate,With alcohol,76
2010,13 Unspecified opiate,Without alcohol,96
2010,13 Unspecified opiate,Without other drugs,143
2010,14 Cocaine,On the death certificate,144
2010,14 Cocaine,With alcohol,50
2010,14 Cocaine,Without alcohol,94
2010,14 Cocaine,Without other drugs,59
2010,15 Any amphetamine,On the death certificate,56
2010,15 Any amphetamine,With alcohol,10
2010,15 Any amphetamine,Without alcohol,46
2010,15 Any amphetamine,Without other drugs,33
2010,16 Amphetamine,On the death certificate,48
2010,16 Amphetamine,With alcohol,8
2010,16 Amphetamine,Without alcohol,40
2010,16 Amphetamine,Without other drugs,28
2010,17 Ecstasy/MDMA,On the death certificate,8
2010,17 Ecstasy/MDMA,With alcohol,2
2010,17 Ecstasy/MDMA,Without alcohol,6
2010,17 Ecstasy/MDMA,Without other drugs,5
2010,19 Cannabis,On the death certificate,11
2010,19 Cannabis,With alcohol,6
2010,19 Cannabis,Without alcohol,5
2010,19 Cannabis,Without other drugs,2
2010,20 New psychoactive substance,On the death certificate,23
2010,20 New psychoactive substance,With alcohol,8
2010,20 New psychoactive substance,Without alcohol,15
2010,20 New psychoactive substance,Without other drugs,9
2010,21 Any benzodiazepine,On the death certificate,307
2010,21 Any benzodiazepine,With alcohol,138
2010,21 Any benzodiazepine,Without alcohol,169
2010,21 Any benzodiazepine,Without other drugs,35
2010,22 Diazepam,On the death certificate,186
2010,22 Diazepam,With alcohol,87
2010,22 Diazepam,Without alcohol,99
2010,22 Diazepam,Without other drugs,16
2010,23 Temazepam,On the death certificate,32
2010,23 Temazepam,With alcohol,10
2010,23 Temazepam,Without alcohol,22
2010,23 Temazepam,Without other drugs,11
2010,24 Zopiclone/Zolpidem,On the death certificate,67
2010,24 Zopiclone/Zolpidem,With alcohol,27
2010,24 Zopiclone/Zolpidem,Without alcohol,40
2010,24 Zopiclone/Zolpidem,Without other drugs,15
2010,25 Pregabalin,On the death certificate,1
2010,25 Pregabalin,Without alcohol,1
2010,26 Gabapentin,On the death certificate,4
2010,26 Gabapentin,With alcohol,2
2010,26 Gabapentin,Without alcohol,2
2010,27 Barbiturates,On the death certificate,19
2010,27 Barbiturates,With alcohol,2
2010,27 Barbiturates,Without alcohol,17
2010,27 Barbiturates,Without other drugs,18
2010,28 Any antipsychotics,On the death certificate,87
2010,28 Any antipsychotics,With alcohol,22
2010,28 Any antipsychotics,Without alcohol,65
2010,28 Any antipsychotics,Without other drugs,34
2010,29 Quetiapine,On the death certificate,23
2010,29 Quetiapine,With alcohol,8
2010,29 Quetiapine,Without alcohol,15
2010,29 Quetiapine,Without other drugs,9
2010,30 Clozapine,On the death certificate,15
2010,30 Clozapine,With alcohol,4
2010,30 Clozapine,Without alcohol,11
2010,30 Clozapine,Without other drugs,7
2010,31 Any antidepressant,On the death certificate,381
2010,31 Any antidepressant,With alcohol,105
2010,31 Any antidepressant,Without alcohol,276
2010,31 Any antidepressant,Without other drugs,157
2010,32 Any tricyclic antidepressants,On the death certificate,194
2010,32 Any tricyclic antidepressants,With alcohol,49
2010,32 Any tricyclic antidepressants,Without alcohol,145
2010,32 Any tricyclic antidepressants,Without other drugs,96
2010,33 Amitriptyline,On the death certificate,128
2010,33 Amitriptyline,With alcohol,32
2010,33 Amitriptyline,Without alcohol,96
2010,33 Amitriptyline,Without other drugs,55
2010,34 Dothiepin,On the death certificate,43
2010,34 Dothiepin,With alcohol,8
2010,34 Dothiepin,Without alcohol,35
2010,34 Dothiepin,Without other drugs,29
2010,36 Any SSRI,On the death certificate,136
2010,36 Any SSRI,With alcohol,38
2010,36 Any SSRI,Without alcohol,98
2010,36 Any SSRI,Without other drugs,40
2010,37 Citalopram,On the death certificate,96
2010,37 Citalopram,With alcohol,24
2010,37 Citalopram,Without alcohol,72
2010,37 Citalopram,Without other drugs,27
2010,38 Any other antidepressants,On the death certificate,74
2010,38 Any other antidepressants,With alcohol,23
2010,38 Any other antidepressants,Without alcohol,51
2010,38 Any other antidepressants,Without other drugs,20
2010,39 Mirtazapine,On the death certificate,35
2010,39 Mirtazapine,With alcohol,11
2010,39 Mirtazapine,Without alcohol,24
2010,39 Mirtazapine,Without other drugs,6
2010,40 Venlafaxine,On the death certificate,37
2010,40 Venlafaxine,With alcohol,11
2010,40 Venlafaxine,Without alcohol,26
2010,40 Venlafaxine,Without other drugs,13
2010,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,199
2010,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,50
2010,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,149
2010,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,100
2010,42 Paracetamol,On the death certificate,196
2010,42 Paracetamol,With alcohol,50
2010,42 Paracetamol,Without alcohol,146
2010,42 Paracetamol,Without other drugs,98
2010,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,13
2010,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,4
2010,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,9
2010,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,2
2010,44 Paracetamol and codeine compound formulation,On the death certificate,43
2010,44 Paracetamol and codeine compound formulation,With alcohol,14
2010,44 Paracetamol and codeine compound formulation,Without alcohol,29
2010,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,4
2010,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,4
2010,46 Paracetamol not from compound formulation,On the death certificate,139
2010,46 Paracetamol not from compound formulation,With alcohol,32
2010,46 Paracetamol not from compound formulation,Without alcohol,107
2010,46 Paracetamol not from compound formulation,Without other drugs,98
2009,01 All drug poisonings,On the death certificate,2878
2009,01 All drug poisonings,With alcohol,940
2009,01 All drug poisonings,Without alcohol,1938
2009,01 All drug poisonings,Without other drugs,1888
2009,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1600
2009,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,631
2009,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,969
2009,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,1006
2009,03 Heroin and Morphine,On the death certificate,880
2009,03 Heroin and Morphine,With alcohol,348
2009,03 Heroin and Morphine,Without alcohol,532
2009,03 Heroin and Morphine,Without other drugs,562
2009,04 Methadone,On the death certificate,408
2009,04 Methadone,With alcohol,196
2009,04 Methadone,Without alcohol,212
2009,04 Methadone,Without other drugs,184
2009,05 Tramadol,On the death certificate,87
2009,05 Tramadol,With alcohol,15
2009,05 Tramadol,Without alcohol,72
2009,05 Tramadol,Without other drugs,35
2009,06 Codeine not from compound formulation,On the death certificate,90
2009,06 Codeine not from compound formulation,With alcohol,37
2009,06 Codeine not from compound formulation,Without alcohol,53
2009,06 Codeine not from compound formulation,Without other drugs,26
2009,07 Dihydrocodeine not from compound formulation,On the death certificate,99
2009,07 Dihydrocodeine not from compound formulation,With alcohol,33
2009,07 Dihydrocodeine not from compound formulation,Without alcohol,66
2009,07 Dihydrocodeine not from compound formulation,Without other drugs,39
2009,08 Oxycodone,On the death certificate,20
2009,08 Oxycodone,With alcohol,8
2009,08 Oxycodone,Without alcohol,12
2009,08 Oxycodone,Without other drugs,8
2009,09 Fentanyl,On the death certificate,9
2009,09 Fentanyl,With alcohol,2
2009,09 Fentanyl,Without alcohol,7
2009,09 Fentanyl,Without other drugs,5
2009,11 Buprenorphine,On the death certificate,9
2009,11 Buprenorphine,With alcohol,3
2009,11 Buprenorphine,Without alcohol,6
2009,11 Buprenorphine,Without other drugs,3
2009,12 Other specified opiate,On the death certificate,19
2009,12 Other specified opiate,With alcohol,7
2009,12 Other specified opiate,Without alcohol,12
2009,12 Other specified opiate,Without other drugs,6
